チーム春日未来51位	22341 pt
チーム北沢志保238位	1440 pt
チーム北沢志保239位	1390 pt
チーム北沢志保240位	1356 pt
チーム北沢志保251位	1181 pt
チーム北沢志保252位	1113 pt
チーム北沢志保253位	1106 pt
チーム北沢志保254位	1098 pt
チーム北沢志保255位	1094 pt
チーム北沢志保256位	1093 pt
チーム北沢志保257位	1081 pt
チーム北沢志保258位	1075 pt
チーム北沢志保259位	1073 pt
チーム北沢志保260位	1054 pt
チーム北沢志保271位	894 pt
チーム北沢志保272位	891 pt
チーム北沢志保273位	886 pt
チーム北沢志保274位	884 pt
チーム北沢志保275位	871 pt
チーム北沢志保276位	868 pt
チーム北沢志保277位	854 pt
チーム北沢志保278位	846 pt
チーム北沢志保279位	839 pt
チーム北沢志保280位	835 pt
チーム北沢志保291位	747 pt
チーム北沢志保292位	746 pt
チーム北沢志保293位	738 pt
チーム北沢志保294位	712 pt
チーム北沢志保295位	690 pt
チーム北沢志保296位	674 pt
チーム北沢志保297位	671 pt
チーム北沢志保298位	670 pt
チーム北沢志保299位	662 pt
チーム北沢志保300位	635 pt
チーム舞浜歩51位	8377 pt
チーム舞浜歩52位	8315 pt
チーム舞浜歩53位	8200 pt
チーム舞浜歩54位	7956 pt
チーム舞浜歩55位	7331 pt
チーム舞浜歩56位	7011 pt
チーム舞浜歩57位	6997 pt
チーム舞浜歩58位	6511 pt
チーム舞浜歩59位	6107 pt
チーム舞浜歩60位	6093 pt
チーム舞浜歩71位	4585 pt
チーム舞浜歩72位	4522 pt
チーム舞浜歩73位	4255 pt
チーム舞浜歩74位	4042 pt
チーム舞浜歩75位	3915 pt
チーム舞浜歩76位	3901 pt
チーム舞浜歩77位	3748 pt
チーム舞浜歩78位	3736 pt
チーム舞浜歩79位	3310 pt
チーム舞浜歩80位	3257 pt
チーム舞浜歩91位	2275 pt
チーム舞浜歩92位	2265 pt
チーム舞浜歩93位	2222 pt
チーム舞浜歩94位	2221 pt
チーム舞浜歩95位	2039 pt
チーム舞浜歩96位	2015 pt
チーム舞浜歩97位	1907 pt
チーム舞浜歩98位	1862 pt
チーム舞浜歩99位	1774 pt
チーム舞浜歩100位	1625 pt
チーム舞浜歩111位	1305 pt
チーム舞浜歩112位	1256 pt
チーム舞浜歩113位	1256 pt
チーム舞浜歩114位	1231 pt
チーム舞浜歩115位	1221 pt
チーム舞浜歩116位	1214 pt
チーム舞浜歩117位	1184 pt
チーム舞浜歩118位	1079 pt
チーム舞浜歩119位	1070 pt
チーム舞浜歩120位	1063 pt
チーム舞浜歩131位	768 pt
チーム舞浜歩132位	766 pt
チーム舞浜歩133位	740 pt
チーム舞浜歩134位	730 pt
チーム舞浜歩135位	724 pt
チーム舞浜歩136位	717 pt
チーム舞浜歩137位	710 pt
チーム舞浜歩138位	693 pt
チーム舞浜歩139位	680 pt
チーム舞浜歩140位	677 pt
チーム舞浜歩151位	569 pt
チーム舞浜歩152位	563 pt
チーム舞浜歩153位	560 pt
チーム舞浜歩154位	547 pt
チーム舞浜歩155位	530 pt
チーム舞浜歩156位	513 pt
チーム舞浜歩157位	484 pt
チーム舞浜歩158位	483 pt
チーム舞浜歩159位	478 pt
チーム舞浜歩160位	443 pt
チーム舞浜歩171位	343 pt
チーム舞浜歩172位	342 pt
チーム舞浜歩173位	333 pt
チーム舞浜歩174位	326 pt
チーム舞浜歩175位	325 pt
チーム舞浜歩176位	324 pt
チーム舞浜歩177位	313 pt
チーム舞浜歩178位	262 pt
チーム舞浜歩179位	257 pt
チーム舞浜歩180位	256 pt
チーム舞浜歩191位	208 pt
チーム舞浜歩192位	182 pt
チーム舞浜歩193位	178 pt
チーム舞浜歩194位	175 pt
チーム舞浜歩195位	174 pt
チーム舞浜歩196位	173 pt
チーム舞浜歩197位	166 pt
チーム舞浜歩198位	164 pt
チーム舞浜歩199位	164 pt
チーム舞浜歩200位	164 pt
チーム舞浜歩211位	136 pt
チーム舞浜歩212位	135 pt
チーム舞浜歩213位	135 pt
チーム舞浜歩214位	134 pt
チーム舞浜歩215位	131 pt
チーム舞浜歩216位	122 pt
チーム舞浜歩217位	116 pt
チーム舞浜歩218位	115 pt
チーム舞浜歩219位	114 pt
チーム舞浜歩220位	114 pt
チーム舞浜歩231位	80 pt
チーム舞浜歩232位	73 pt
チーム舞浜歩233位	70 pt
チーム舞浜歩234位	66 pt
チーム舞浜歩235位	64 pt
チーム舞浜歩236位	64 pt
チーム舞浜歩237位	64 pt
チーム舞浜歩238位	64 pt
チーム舞浜歩239位	63 pt
チーム舞浜歩240位	59 pt
チーム舞浜歩251位	44 pt
チーム舞浜歩252位	43 pt
チーム舞浜歩253位	43 pt
チーム舞浜歩254位	36 pt
チーム舞浜歩255位	35 pt
チーム舞浜歩256位	34 pt
チーム舞浜歩257位	34 pt
チーム舞浜歩258位	33 pt
チーム舞浜歩259位	33 pt
チーム舞浜歩260位	32 pt
チーム舞浜歩271位	20 pt
チーム舞浜歩272位	18 pt
チーム舞浜歩273位	18 pt
チーム舞浜歩274位	18 pt
チーム舞浜歩275位	14 pt
チーム舞浜歩276位	13 pt
チーム舞浜歩277位	11 pt
チーム舞浜歩278位	11 pt
チーム舞浜歩279位	9 pt
チーム舞浜歩280位	9 pt
チーム舞浜歩291位	6 pt
チーム舞浜歩292位	4 pt
チーム舞浜歩293位	4 pt
チーム舞浜歩294位	4 pt
チーム舞浜歩295位	4 pt
チーム舞浜歩296位	4 pt
チーム舞浜歩297位	4 pt
チーム舞浜歩298位	2 pt
チーム舞浜歩299位	2 pt
チーム舞浜歩300位	2 pt
チーム木下ひなた51位	6943 pt
チーム木下ひなた52位	6915 pt
チーム木下ひなた53位	6424 pt
チーム木下ひなた54位	5829 pt
チーム木下ひなた55位	5680 pt
チーム木下ひなた56位	5589 pt
チーム木下ひなた57位	5216 pt
チーム木下ひなた58位	4997 pt
チーム木下ひなた59位	4942 pt
チーム木下ひなた60位	4861 pt
チーム木下ひなた71位	3681 pt
チーム木下ひなた72位	3585 pt
チーム木下ひなた73位	3538 pt
チーム木下ひなた74位	3516 pt
チーム木下ひなた75位	3442 pt
チーム木下ひなた76位	3256 pt
チーム木下ひなた77位	3245 pt
チーム木下ひなた78位	3203 pt
チーム木下ひなた79位	3179 pt
チーム木下ひなた80位	3117 pt
チーム木下ひなた91位	2187 pt
チーム木下ひなた92位	2184 pt
チーム木下ひなた93位	2093 pt
チーム木下ひなた94位	2080 pt
チーム木下ひなた95位	1978 pt
チーム木下ひなた96位	1896 pt
チーム木下ひなた97位	1856 pt
チーム木下ひなた98位	1836 pt
チーム木下ひなた99位	1754 pt
チーム木下ひなた100位	1736 pt
チーム木下ひなた111位	1379 pt
チーム木下ひなた112位	1335 pt
チーム木下ひなた113位	1282 pt
チーム木下ひなた114位	1272 pt
チーム木下ひなた115位	1216 pt
チーム木下ひなた116位	1202 pt
チーム木下ひなた117位	1170 pt
チーム木下ひなた118位	1135 pt
チーム木下ひなた119位	1021 pt
チーム木下ひなた120位	1002 pt
チーム木下ひなた131位	842 pt
チーム木下ひなた132位	841 pt
チーム木下ひなた133位	840 pt
チーム木下ひなた134位	825 pt
チーム木下ひなた135位	799 pt
チーム木下ひなた136位	795 pt
チーム木下ひなた137位	789 pt
チーム木下ひなた138位	755 pt
チーム木下ひなた139位	753 pt
チーム木下ひなた140位	721 pt
チーム木下ひなた151位	523 pt
チーム木下ひなた152位	518 pt
チーム木下ひなた153位	454 pt
チーム木下ひなた154位	438 pt
チーム木下ひなた155位	377 pt
チーム木下ひなた156位	377 pt
チーム木下ひなた157位	365 pt
チーム木下ひなた158位	358 pt
チーム木下ひなた159位	347 pt
チーム木下ひなた160位	345 pt
チーム木下ひなた171位	264 pt
チーム木下ひなた172位	254 pt
チーム木下ひなた173位	253 pt
チーム木下ひなた174位	244 pt
チーム木下ひなた175位	216 pt
チーム木下ひなた176位	210 pt
チーム木下ひなた177位	202 pt
チーム木下ひなた178位	199 pt
チーム木下ひなた179位	195 pt
チーム木下ひなた180位	186 pt
チーム木下ひなた191位	126 pt
チーム木下ひなた192位	121 pt
チーム木下ひなた193位	117 pt
チーム木下ひなた194位	116 pt
チーム木下ひなた195位	115 pt
チーム木下ひなた196位	115 pt
チーム木下ひなた197位	106 pt
チーム木下ひなた198位	104 pt
チーム木下ひなた199位	97 pt
チーム木下ひなた200位	97 pt
チーム木下ひなた211位	63 pt
チーム木下ひなた212位	58 pt
チーム木下ひなた213位	57 pt
チーム木下ひなた214位	52 pt
チーム木下ひなた215位	52 pt
チーム木下ひなた216位	52 pt
チーム木下ひなた217位	52 pt
チーム木下ひなた218位	48 pt
チーム木下ひなた219位	48 pt
チーム木下ひなた220位	44 pt
チーム木下ひなた231位	33 pt
チーム木下ひなた232位	30 pt
チーム木下ひなた233位	28 pt
チーム木下ひなた234位	28 pt
チーム木下ひなた235位	26 pt
チーム木下ひなた236位	22 pt
チーム木下ひなた237位	20 pt
チーム木下ひなた238位	19 pt
チーム木下ひなた239位	19 pt
チーム木下ひなた240位	15 pt
チーム木下ひなた251位	4 pt
チーム木下ひなた252位	4 pt
チーム木下ひなた253位	2 pt
チーム木下ひなた254位	2 pt
チーム木下ひなた255位	2 pt
チーム木下ひなた256位	2 pt
チーム木下ひなた257位	2 pt
チーム木下ひなた258位	2 pt
チーム木下ひなた259位	2 pt
チーム木下ひなた260位	2 pt
チーム木下ひなた271位	2 pt
チーム木下ひなた272位	2 pt
チーム木下ひなた273位	2 pt
チーム木下ひなた274位	2 pt
チーム木下ひなた275位	2 pt
チーム木下ひなた276位	2 pt
チーム木下ひなた277位	2 pt
チーム木下ひなた278位	2 pt
チーム木下ひなた279位	2 pt
チーム木下ひなた280位	2 pt
チーム木下ひなた291位	2 pt
チーム木下ひなた292位	2 pt
チーム木下ひなた293位	2 pt
チーム木下ひなた294位	2 pt
チーム木下ひなた295位	2 pt
チーム木下ひなた296位	2 pt
チーム矢吹可奈51位	15348 pt
チーム矢吹可奈52位	14890 pt
チーム矢吹可奈53位	14801 pt
チーム矢吹可奈54位	14629 pt
チーム矢吹可奈55位	14311 pt
チーム矢吹可奈56位	14297 pt
チーム矢吹可奈57位	12651 pt
チーム矢吹可奈58位	12402 pt
チーム矢吹可奈59位	12132 pt
チーム矢吹可奈60位	11625 pt
チーム矢吹可奈71位	10237 pt
チーム矢吹可奈72位	10137 pt
チーム矢吹可奈73位	10039 pt
チーム矢吹可奈74位	9996 pt
チーム矢吹可奈75位	9766 pt
チーム矢吹可奈76位	9701 pt
チーム矢吹可奈77位	8960 pt
チーム矢吹可奈78位	8935 pt
チーム矢吹可奈79位	8913 pt
チーム矢吹可奈80位	8548 pt
チーム矢吹可奈91位	6435 pt
チーム矢吹可奈92位	6372 pt
チーム矢吹可奈93位	6324 pt
チーム矢吹可奈94位	6119 pt
チーム矢吹可奈95位	5890 pt
チーム矢吹可奈96位	5623 pt
チーム矢吹可奈97位	4825 pt
チーム矢吹可奈98位	4665 pt
チーム矢吹可奈99位	4593 pt
チーム矢吹可奈100位	4169 pt
チーム矢吹可奈111位	3130 pt
チーム矢吹可奈112位	2970 pt
チーム矢吹可奈113位	2955 pt
チーム矢吹可奈114位	2898 pt
チーム矢吹可奈115位	2781 pt
チーム矢吹可奈116位	2743 pt
チーム矢吹可奈117位	2709 pt
チーム矢吹可奈118位	2704 pt
チーム矢吹可奈119位	2652 pt
チーム矢吹可奈120位	2645 pt
チーム矢吹可奈131位	2231 pt
チーム矢吹可奈132位	2214 pt
チーム矢吹可奈133位	2002 pt
チーム矢吹可奈134位	1935 pt
チーム矢吹可奈135位	1921 pt
チーム矢吹可奈136位	1857 pt
チーム矢吹可奈137位	1811 pt
チーム矢吹可奈138位	1770 pt
チーム矢吹可奈139位	1743 pt
チーム矢吹可奈140位	1684 pt
チーム矢吹可奈151位	1184 pt
チーム矢吹可奈152位	1181 pt
チーム矢吹可奈153位	1164 pt
チーム矢吹可奈154位	1107 pt
チーム矢吹可奈155位	1069 pt
チーム矢吹可奈156位	1061 pt
チーム矢吹可奈157位	1054 pt
チーム矢吹可奈158位	1048 pt
チーム矢吹可奈159位	967 pt
チーム矢吹可奈160位	938 pt
チーム矢吹可奈171位	823 pt
チーム矢吹可奈172位	722 pt
チーム矢吹可奈173位	711 pt
チーム矢吹可奈174位	701 pt
チーム矢吹可奈175位	696 pt
チーム矢吹可奈176位	693 pt
チーム矢吹可奈177位	693 pt
チーム矢吹可奈178位	692 pt
チーム矢吹可奈179位	674 pt
チーム矢吹可奈180位	668 pt
チーム矢吹可奈191位	529 pt
チーム矢吹可奈192位	522 pt
チーム矢吹可奈193位	519 pt
チーム矢吹可奈194位	475 pt
チーム矢吹可奈195位	463 pt
チーム矢吹可奈196位	461 pt
チーム矢吹可奈197位	436 pt
チーム矢吹可奈198位	425 pt
チーム矢吹可奈199位	423 pt
チーム矢吹可奈200位	410 pt
チーム矢吹可奈211位	329 pt
チーム矢吹可奈212位	329 pt
チーム矢吹可奈213位	323 pt
チーム矢吹可奈214位	321 pt
チーム矢吹可奈215位	315 pt
チーム矢吹可奈216位	296 pt
チーム矢吹可奈217位	294 pt
チーム矢吹可奈218位	294 pt
チーム矢吹可奈219位	292 pt
チーム矢吹可奈220位	292 pt
チーム矢吹可奈231位	216 pt
チーム矢吹可奈232位	212 pt
チーム矢吹可奈233位	211 pt
チーム矢吹可奈234位	208 pt
チーム矢吹可奈235位	204 pt
チーム矢吹可奈236位	203 pt
チーム矢吹可奈237位	198 pt
チーム矢吹可奈238位	192 pt
チーム矢吹可奈239位	191 pt
チーム矢吹可奈240位	184 pt
チーム矢吹可奈251位	154 pt
チーム矢吹可奈252位	152 pt
チーム矢吹可奈253位	148 pt
チーム矢吹可奈254位	147 pt
チーム矢吹可奈255位	142 pt
チーム矢吹可奈256位	136 pt
チーム矢吹可奈257位	133 pt
チーム矢吹可奈258位	132 pt
チーム矢吹可奈259位	132 pt
チーム矢吹可奈260位	131 pt
チーム矢吹可奈271位	100 pt
チーム矢吹可奈272位	100 pt
チーム矢吹可奈273位	99 pt
チーム矢吹可奈274位	93 pt
チーム矢吹可奈275位	90 pt
チーム矢吹可奈276位	85 pt
チーム矢吹可奈277位	85 pt
チーム矢吹可奈278位	84 pt
チーム矢吹可奈279位	82 pt
チーム矢吹可奈280位	81 pt
チーム矢吹可奈291位	50 pt
チーム矢吹可奈292位	50 pt
チーム矢吹可奈293位	50 pt
チーム矢吹可奈294位	49 pt
チーム矢吹可奈295位	48 pt
チーム矢吹可奈296位	47 pt
チーム矢吹可奈297位	47 pt
チーム矢吹可奈298位	44 pt
チーム矢吹可奈299位	40 pt
チーム矢吹可奈300位	39 pt
チーム横山奈緒51位	23125 pt
チーム横山奈緒52位	22716 pt
チーム横山奈緒53位	22666 pt
チーム横山奈緒54位	22360 pt
チーム横山奈緒55位	19174 pt
チーム横山奈緒56位	18232 pt
チーム横山奈緒57位	18081 pt
チーム横山奈緒58位	17707 pt
チーム横山奈緒59位	17293 pt
チーム横山奈緒60位	17065 pt
チーム横山奈緒71位	12658 pt
チーム横山奈緒72位	11923 pt
チーム横山奈緒73位	11789 pt
チーム横山奈緒74位	11677 pt
チーム横山奈緒75位	11284 pt
チーム横山奈緒76位	11208 pt
チーム横山奈緒77位	10790 pt
チーム横山奈緒78位	10628 pt
チーム横山奈緒79位	10471 pt
チーム横山奈緒80位	10407 pt
チーム横山奈緒91位	8903 pt
チーム横山奈緒92位	8785 pt
チーム横山奈緒93位	8699 pt
チーム横山奈緒94位	8434 pt
チーム横山奈緒95位	8138 pt
チーム横山奈緒96位	8110 pt
チーム横山奈緒97位	7835 pt
チーム横山奈緒98位	7815 pt
チーム横山奈緒99位	7032 pt
チーム横山奈緒100位	6909 pt
チーム横山奈緒111位	5441 pt
チーム横山奈緒112位	5420 pt
チーム横山奈緒113位	5397 pt
チーム横山奈緒114位	5359 pt
チーム横山奈緒115位	5356 pt
チーム横山奈緒116位	5304 pt
チーム横山奈緒117位	5238 pt
チーム横山奈緒118位	5132 pt
チーム横山奈緒119位	5064 pt
チーム横山奈緒120位	5052 pt
チーム横山奈緒131位	4207 pt
チーム横山奈緒132位	4195 pt
チーム横山奈緒133位	4144 pt
チーム横山奈緒134位	4138 pt
チーム横山奈緒135位	4138 pt
チーム横山奈緒136位	4125 pt
チーム横山奈緒137位	4113 pt
チーム横山奈緒138位	4010 pt
チーム横山奈緒139位	3971 pt
チーム横山奈緒140位	3966 pt
チーム横山奈緒151位	3442 pt
チーム横山奈緒152位	3355 pt
チーム横山奈緒153位	3276 pt
チーム横山奈緒154位	3114 pt
チーム横山奈緒155位	3089 pt
チーム横山奈緒156位	2988 pt
チーム横山奈緒157位	2916 pt
チーム横山奈緒158位	2900 pt
チーム横山奈緒159位	2883 pt
チーム横山奈緒160位	2866 pt
チーム横山奈緒171位	2590 pt
チーム横山奈緒172位	2578 pt
チーム横山奈緒173位	2555 pt
チーム横山奈緒174位	2487 pt
チーム横山奈緒175位	2457 pt
チーム横山奈緒176位	2399 pt
チーム横山奈緒177位	2387 pt
チーム横山奈緒178位	2358 pt
チーム横山奈緒179位	2349 pt
チーム横山奈緒180位	2340 pt
チーム横山奈緒191位	1976 pt
チーム横山奈緒192位	1965 pt
チーム横山奈緒193位	1937 pt
チーム横山奈緒194位	1924 pt
チーム横山奈緒195位	1905 pt
チーム横山奈緒196位	1865 pt
チーム横山奈緒197位	1806 pt
チーム横山奈緒198位	1795 pt
チーム横山奈緒199位	1786 pt
チーム横山奈緒200位	1751 pt
チーム横山奈緒211位	1540 pt
チーム横山奈緒212位	1539 pt
チーム横山奈緒213位	1525 pt
チーム横山奈緒214位	1519 pt
チーム横山奈緒215位	1515 pt
チーム横山奈緒216位	1506 pt
チーム横山奈緒217位	1491 pt
チーム横山奈緒218位	1484 pt
チーム横山奈緒219位	1471 pt
チーム横山奈緒220位	1418 pt
チーム横山奈緒231位	1242 pt
チーム横山奈緒232位	1231 pt
チーム横山奈緒233位	1222 pt
チーム横山奈緒234位	1221 pt
チーム横山奈緒235位	1197 pt
チーム横山奈緒236位	1192 pt
チーム横山奈緒237位	1170 pt
チーム横山奈緒238位	1150 pt
チーム横山奈緒239位	1135 pt
チーム横山奈緒240位	1125 pt
チーム横山奈緒251位	981 pt
チーム横山奈緒252位	958 pt
チーム横山奈緒253位	957 pt
チーム横山奈緒254位	953 pt
チーム横山奈緒255位	952 pt
チーム横山奈緒256位	950 pt
チーム横山奈緒257位	949 pt
チーム横山奈緒258位	946 pt
チーム横山奈緒259位	944 pt
チーム横山奈緒260位	942 pt
チーム横山奈緒271位	797 pt
チーム横山奈緒272位	794 pt
チーム横山奈緒273位	791 pt
チーム横山奈緒274位	787 pt
チーム横山奈緒275位	767 pt
チーム横山奈緒276位	765 pt
チーム横山奈緒277位	755 pt
チーム横山奈緒278位	747 pt
チーム横山奈緒279位	725 pt
チーム横山奈緒280位	722 pt
チーム横山奈緒291位	578 pt
チーム横山奈緒292位	577 pt
チーム横山奈緒293位	576 pt
チーム横山奈緒294位	576 pt
チーム横山奈緒295位	560 pt
チーム横山奈緒296位	547 pt
チーム横山奈緒297位	544 pt
チーム横山奈緒298位	539 pt
チーム横山奈緒299位	529 pt
チーム横山奈緒300位	522 pt
チーム二階堂千鶴51位	11302 pt
チーム二階堂千鶴52位	10320 pt
チーム二階堂千鶴53位	9995 pt
チーム二階堂千鶴54位	9491 pt
チーム二階堂千鶴55位	9438 pt
チーム二階堂千鶴56位	9314 pt
チーム二階堂千鶴57位	8181 pt
チーム二階堂千鶴58位	7986 pt
チーム二階堂千鶴59位	7951 pt
チーム二階堂千鶴60位	7943 pt
チーム二階堂千鶴71位	6259 pt
チーム二階堂千鶴72位	6139 pt
チーム二階堂千鶴73位	5944 pt
チーム二階堂千鶴74位	5855 pt
チーム二階堂千鶴75位	5642 pt
チーム二階堂千鶴76位	5447 pt
チーム二階堂千鶴77位	5336 pt
チーム二階堂千鶴78位	5296 pt
チーム二階堂千鶴79位	5213 pt
チーム二階堂千鶴80位	4913 pt
チーム二階堂千鶴91位	3929 pt
チーム二階堂千鶴92位	3673 pt
チーム二階堂千鶴93位	3476 pt
チーム二階堂千鶴94位	3475 pt
チーム二階堂千鶴95位	3359 pt
チーム二階堂千鶴96位	3234 pt
チーム二階堂千鶴97位	3122 pt
チーム二階堂千鶴98位	2886 pt
チーム二階堂千鶴99位	2857 pt
チーム二階堂千鶴100位	2766 pt
チーム二階堂千鶴111位	1865 pt
チーム二階堂千鶴112位	1829 pt
チーム二階堂千鶴113位	1826 pt
チーム二階堂千鶴114位	1811 pt
チーム二階堂千鶴115位	1810 pt
チーム二階堂千鶴116位	1797 pt
チーム二階堂千鶴117位	1794 pt
チーム二階堂千鶴118位	1791 pt
チーム二階堂千鶴119位	1764 pt
チーム二階堂千鶴120位	1752 pt
チーム二階堂千鶴131位	1303 pt
チーム二階堂千鶴132位	1285 pt
チーム二階堂千鶴133位	1257 pt
チーム二階堂千鶴134位	1243 pt
チーム二階堂千鶴135位	1207 pt
チーム二階堂千鶴136位	1199 pt
チーム二階堂千鶴137位	1118 pt
チーム二階堂千鶴138位	1084 pt
チーム二階堂千鶴139位	1083 pt
チーム二階堂千鶴140位	1028 pt
チーム二階堂千鶴151位	847 pt
チーム二階堂千鶴152位	825 pt
チーム二階堂千鶴153位	823 pt
チーム二階堂千鶴154位	801 pt
チーム二階堂千鶴155位	797 pt
チーム二階堂千鶴156位	792 pt
チーム二階堂千鶴157位	765 pt
チーム二階堂千鶴158位	761 pt
チーム二階堂千鶴159位	737 pt
チーム二階堂千鶴160位	696 pt
チーム二階堂千鶴171位	518 pt
チーム二階堂千鶴172位	509 pt
チーム二階堂千鶴173位	508 pt
チーム二階堂千鶴174位	500 pt
チーム二階堂千鶴175位	496 pt
チーム二階堂千鶴176位	486 pt
チーム二階堂千鶴177位	483 pt
チーム二階堂千鶴178位	465 pt
チーム二階堂千鶴179位	457 pt
チーム二階堂千鶴180位	445 pt
チーム二階堂千鶴191位	380 pt
チーム二階堂千鶴192位	378 pt
チーム二階堂千鶴193位	376 pt
チーム二階堂千鶴194位	376 pt
チーム二階堂千鶴195位	356 pt
チーム二階堂千鶴196位	341 pt
チーム二階堂千鶴197位	333 pt
チーム二階堂千鶴198位	326 pt
チーム二階堂千鶴199位	323 pt
チーム二階堂千鶴200位	318 pt
チーム二階堂千鶴211位	236 pt
チーム二階堂千鶴212位	223 pt
チーム二階堂千鶴213位	215 pt
チーム二階堂千鶴214位	201 pt
チーム二階堂千鶴215位	200 pt
チーム二階堂千鶴216位	196 pt
チーム二階堂千鶴217位	196 pt
チーム二階堂千鶴218位	191 pt
チーム二階堂千鶴219位	173 pt
チーム二階堂千鶴220位	171 pt
チーム二階堂千鶴231位	124 pt
チーム二階堂千鶴232位	120 pt
チーム二階堂千鶴233位	114 pt
チーム二階堂千鶴234位	113 pt
チーム二階堂千鶴235位	108 pt
チーム二階堂千鶴236位	107 pt
チーム二階堂千鶴237位	105 pt
チーム二階堂千鶴238位	104 pt
チーム二階堂千鶴239位	104 pt
チーム二階堂千鶴240位	102 pt
チーム二階堂千鶴251位	73 pt
チーム二階堂千鶴252位	70 pt
チーム二階堂千鶴253位	70 pt
チーム二階堂千鶴254位	69 pt
チーム二階堂千鶴255位	68 pt
チーム二階堂千鶴256位	65 pt
チーム二階堂千鶴257位	65 pt
チーム二階堂千鶴258位	62 pt
チーム二階堂千鶴259位	59 pt
チーム二階堂千鶴260位	58 pt
チーム二階堂千鶴271位	38 pt
チーム二階堂千鶴272位	37 pt
チーム二階堂千鶴273位	37 pt
チーム二階堂千鶴274位	36 pt
チーム二階堂千鶴275位	35 pt
チーム二階堂千鶴276位	35 pt
チーム二階堂千鶴277位	33 pt
チーム二階堂千鶴278位	33 pt
チーム二階堂千鶴279位	32 pt
チーム二階堂千鶴280位	32 pt
チーム二階堂千鶴291位	22 pt
チーム二階堂千鶴292位	22 pt
チーム二階堂千鶴293位	22 pt
チーム二階堂千鶴294位	20 pt
チーム二階堂千鶴295位	18 pt
チーム二階堂千鶴296位	18 pt
チーム二階堂千鶴297位	16 pt
チーム二階堂千鶴298位	13 pt
チーム二階堂千鶴299位	13 pt
チーム二階堂千鶴300位	12 pt
チーム馬場このみ51位	28030 pt
チーム馬場このみ52位	27523 pt
チーム馬場このみ53位	27366 pt
チーム馬場このみ54位	26084 pt
チーム馬場このみ55位	25572 pt
チーム馬場このみ56位	25293 pt
チーム馬場このみ57位	25226 pt
チーム馬場このみ58位	24039 pt
チーム馬場このみ59位	23804 pt
チーム馬場このみ60位	23709 pt
チーム馬場このみ71位	18272 pt
チーム馬場このみ72位	17898 pt
チーム馬場このみ73位	17781 pt
チーム馬場このみ74位	16714 pt
チーム馬場このみ75位	16034 pt
チーム馬場このみ76位	15313 pt
チーム馬場このみ77位	14806 pt
チーム馬場このみ78位	14600 pt
チーム馬場このみ79位	14203 pt
チーム馬場このみ80位	13844 pt
チーム馬場このみ91位	10867 pt
チーム馬場このみ92位	10597 pt
チーム馬場このみ93位	10460 pt
チーム馬場このみ94位	10205 pt
チーム馬場このみ95位	10110 pt
チーム馬場このみ96位	9988 pt
チーム馬場このみ97位	9955 pt
チーム馬場このみ98位	9846 pt
チーム馬場このみ99位	9822 pt
チーム馬場このみ100位	9466 pt
チーム馬場このみ111位	7391 pt
チーム馬場このみ112位	7189 pt
チーム馬場このみ113位	7157 pt
チーム馬場このみ114位	7154 pt
チーム馬場このみ115位	7084 pt
チーム馬場このみ116位	7016 pt
チーム馬場このみ117位	6663 pt
チーム馬場このみ118位	6652 pt
チーム馬場このみ119位	6563 pt
チーム馬場このみ120位	6551 pt
チーム馬場このみ131位	5344 pt
チーム馬場このみ132位	5269 pt
チーム馬場このみ133位	5139 pt
チーム馬場このみ134位	5122 pt
チーム馬場このみ135位	4920 pt
チーム馬場このみ136位	4899 pt
チーム馬場このみ137位	4895 pt
チーム馬場このみ138位	4554 pt
チーム馬場このみ139位	4420 pt
チーム馬場このみ140位	4361 pt
チーム馬場このみ151位	3826 pt
チーム馬場このみ152位	3786 pt
チーム馬場このみ153位	3747 pt
チーム馬場このみ154位	3666 pt
チーム馬場このみ155位	3654 pt
チーム馬場このみ156位	3626 pt
チーム馬場このみ157位	3621 pt
チーム馬場このみ158位	3477 pt
チーム馬場このみ159位	3225 pt
チーム馬場このみ160位	3192 pt
チーム馬場このみ171位	2632 pt
チーム馬場このみ172位	2583 pt
チーム馬場このみ173位	2575 pt
チーム馬場このみ174位	2545 pt
チーム馬場このみ175位	2517 pt
チーム馬場このみ176位	2370 pt
チーム馬場このみ177位	2292 pt
チーム馬場このみ178位	2281 pt
チーム馬場このみ179位	2220 pt
チーム馬場このみ180位	2184 pt
チーム馬場このみ191位	1809 pt
チーム馬場このみ192位	1801 pt
チーム馬場このみ193位	1774 pt
チーム馬場このみ194位	1741 pt
チーム馬場このみ195位	1723 pt
チーム馬場このみ196位	1693 pt
チーム馬場このみ197位	1671 pt
チーム馬場このみ198位	1664 pt
チーム馬場このみ199位	1585 pt
チーム馬場このみ200位	1572 pt
チーム馬場このみ211位	1241 pt
チーム馬場このみ212位	1234 pt
チーム馬場このみ213位	1197 pt
チーム馬場このみ214位	1162 pt
チーム馬場このみ215位	1153 pt
チーム馬場このみ216位	1134 pt
チーム馬場このみ217位	1128 pt
チーム馬場このみ218位	1119 pt
チーム馬場このみ219位	1091 pt
チーム馬場このみ220位	1091 pt
チーム馬場このみ231位	997 pt
チーム馬場このみ232位	970 pt
チーム馬場このみ233位	956 pt
チーム馬場このみ234位	929 pt
チーム馬場このみ235位	909 pt
チーム馬場このみ236位	904 pt
チーム馬場このみ237位	903 pt
チーム馬場このみ238位	895 pt
チーム馬場このみ239位	894 pt
