100位	115,166,453 pt
※04/11 22:16 集計時点 BYそくどん


100位	91,634,691 pt
500位	39,926,767 pt
1200位	12,236,600 pt
1300位	10,629,949 pt
1000位	16,696,887 pt
	1位	608,322,404 pt
10位	328,025,631 pt
	11位	304,056,920 pt
20位	203,336,455 pt
※04/11 22:15 集計時点 BYそくどん


100位	91,634,691 pt
500位	39,903,715 pt
1200位	12,236,600 pt
1300位	10,629,949 pt
1000位	16,696,887 pt
	1位	608,322,404 pt
10位	327,803,960 pt
	11位	304,056,920 pt
20位	203,336,455 pt
※04/11 22:13 集計時点 BYそくどん


100位	91,634,691 pt
500位	39,856,755 pt
1200位	12,235,561 pt
1300位	10,629,949 pt
1000位	16,696,887 pt
	1位	608,322,404 pt
10位	327,803,960 pt
	11位	304,056,920 pt
20位	203,336,455 pt
※04/11 22:11 集計時点 BYそくどん


100位	91,634,691 pt
500位	39,841,467 pt
1200位	12,235,561 pt
1300位	10,629,949 pt
1000位	16,695,643 pt
	1位	608,322,404 pt
10位	327,550,922 pt
	11位	304,056,920 pt
20位	203,336,455 pt
※04/11 22:10 集計時点 BYそくどん


100位	91,634,691 pt
500位	39,830,631 pt
1200位	12,235,561 pt
1300位	10,629,631 pt
1000位	16,692,514 pt
	1位	608,322,404 pt
10位	327,054,075 pt
	11位	304,056,920 pt
20位	203,336,455 pt
※04/11 22:09 集計時点 BYそくどん


100位	91,501,105 pt
500位	39,815,343 pt
1200位	12,235,561 pt
1300位	10,597,806 pt
1000位	16,692,514 pt
	1位	608,322,404 pt
10位	327,053,803 pt
	11位	304,056,920 pt
20位	203,336,455 pt
※04/11 22:08 集計時点 BYそくどん


100位	91,319,204 pt
500位	39,699,679 pt
1200位	12,235,561 pt
1300位	10,580,900 pt
1000位	16,692,514 pt
	1位	608,322,404 pt
10位	326,037,041 pt
	11位	304,056,920 pt
20位	203,336,455 pt
※04/11 22:06 集計時点 BYそくどん


100位	91,319,204 pt
500位	39,624,101 pt
1200位	12,235,561 pt
1300位	10,580,900 pt
1000位	16,692,514 pt
	1位	608,322,404 pt
10位	326,037,041 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 22:05 集計時点 BYそくどん


100位	91,319,204 pt
500位	39,574,562 pt
1200位	12,235,561 pt
1300位	10,580,900 pt
1000位	16,692,514 pt
	1位	608,322,404 pt
10位	325,750,398 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 22:04 集計時点 BYそくどん


100位	91,319,204 pt
500位	39,574,562 pt
1200位	12,235,561 pt
1300位	10,580,900 pt
1000位	16,692,514 pt
	1位	608,322,404 pt
10位	325,459,933 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 22:02 集計時点 BYそくどん


100位	91,302,068 pt
500位	39,571,901 pt
1200位	12,235,561 pt
1300位	10,567,522 pt
1000位	16,662,716 pt
	1位	608,322,404 pt
10位	325,459,933 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 22:01 集計時点 BYそくどん


100位	91,147,268 pt
500位	39,477,967 pt
1200位	12,235,561 pt
1300位	10,567,522 pt
1000位	16,662,716 pt
	1位	608,322,404 pt
10位	324,909,579 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 22:00 集計時点 BYそくどん


100位	90,992,264 pt
500位	39,477,967 pt
1200位	12,235,561 pt
1300位	10,567,522 pt
1000位	16,636,045 pt
	1位	608,322,404 pt
10位	324,630,580 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:59 集計時点 BYそくどん


100位	90,992,264 pt
500位	39,477,967 pt
1200位	12,235,561 pt
1300位	10,567,522 pt
1000位	16,636,045 pt
	1位	608,322,404 pt
10位	324,630,580 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:58 集計時点 BYそくどん


100位	90,992,264 pt
500位	39,477,967 pt
1200位	12,228,812 pt
1300位	10,567,522 pt
1000位	16,636,045 pt
	1位	608,322,404 pt
10位	324,313,362 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:56 集計時点 BYそくどん


100位	90,992,264 pt
500位	39,477,481 pt
1200位	12,224,239 pt
1300位	10,567,522 pt
1000位	16,601,182 pt
	1位	608,322,404 pt
10位	324,313,362 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:55 集計時点 BYそくどん


100位	90,992,264 pt
500位	39,458,385 pt
1200位	12,224,239 pt
1300位	10,558,282 pt
1000位	16,601,182 pt
	1位	608,322,404 pt
10位	324,313,362 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:53 集計時点 BYそくどん


100位	90,992,264 pt
500位	39,458,385 pt
1200位	12,224,239 pt
1300位	10,541,709 pt
1000位	16,601,182 pt
	1位	608,322,404 pt
10位	323,977,034 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:51 集計時点 BYそくどん


100位	90,992,264 pt
500位	39,458,385 pt
1200位	12,224,239 pt
1300位	10,541,709 pt
1000位	16,601,182 pt
	1位	608,322,404 pt
10位	323,977,034 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:50 集計時点 BYそくどん


100位	90,921,726 pt
500位	39,354,099 pt
1200位	12,153,141 pt
1300位	10,539,473 pt
1000位	16,601,182 pt
	1位	608,322,404 pt
10位	323,977,034 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:49 集計時点 BYそくどん


100位	90,921,726 pt
500位	39,252,445 pt
1200位	12,153,141 pt
1300位	10,539,473 pt
1000位	16,601,182 pt
	1位	608,322,404 pt
10位	323,977,034 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:48 集計時点 BYそくどん


100位	90,707,039 pt
500位	39,242,525 pt
1200位	12,153,141 pt
1300位	10,539,473 pt
1000位	16,529,029 pt
	1位	608,322,404 pt
10位	323,977,034 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:46 集計時点 BYそくどん


100位	90,168,635 pt
500位	39,242,525 pt
1200位	12,136,406 pt
1300位	10,539,473 pt
1000位	16,529,029 pt
	1位	608,322,404 pt
10位	323,977,034 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:45 集計時点 BYそくどん


100位	90,168,635 pt
500位	39,242,525 pt
1200位	12,111,046 pt
1300位	10,539,473 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	323,977,034 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:43 集計時点 BYそくどん


100位	90,046,756 pt
500位	39,242,525 pt
1200位	12,111,046 pt
1300位	10,539,473 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	323,667,460 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:41 集計時点 BYそくどん


100位	90,046,756 pt
500位	39,242,525 pt
1200位	12,111,046 pt
1300位	10,539,473 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	322,903,079 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:40 集計時点 BYそくどん


100位	90,046,756 pt
500位	39,242,525 pt
1200位	12,111,046 pt
1300位	10,539,473 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	322,624,080 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:39 集計時点 BYそくどん


100位	90,046,756 pt
500位	39,242,525 pt
1200位	12,111,046 pt
1300位	10,539,473 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	322,624,080 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:38 集計時点 BYそくどん


100位	90,046,756 pt
500位	39,235,165 pt
1200位	12,111,046 pt
1300位	10,539,473 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	321,775,617 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:36 集計時点 BYそくどん


100位	90,046,756 pt
500位	39,235,165 pt
1200位	12,111,046 pt
1300位	10,539,473 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	321,775,617 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:35 集計時点 BYそくどん


100位	89,987,290 pt
500位	39,202,776 pt
1200位	12,111,046 pt
1300位	10,539,473 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	321,775,617 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:33 集計時点 BYそくどん


100位	89,987,290 pt
500位	39,202,776 pt
1200位	12,111,046 pt
1300位	10,539,133 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	321,198,509 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:31 集計時点 BYそくどん


100位	89,972,459 pt
500位	39,202,776 pt
1200位	12,111,046 pt
1300位	10,537,661 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	320,934,797 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:30 集計時点 BYそくどん


100位	89,972,459 pt
500位	39,202,776 pt
1200位	12,111,046 pt
1300位	10,536,869 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	320,934,797 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:29 集計時点 BYそくどん


100位	89,972,459 pt
500位	39,202,776 pt
1200位	12,111,046 pt
1300位	10,536,869 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	320,934,797 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:28 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,202,776 pt
1200位	12,111,046 pt
1300位	10,536,869 pt
1000位	16,528,825 pt
	1位	608,322,404 pt
10位	320,934,593 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:26 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,202,776 pt
1200位	12,109,302 pt
1300位	10,536,869 pt
1000位	16,506,754 pt
	1位	608,322,404 pt
10位	320,934,253 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:25 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,167,436 pt
1200位	12,098,776 pt
1300位	10,491,144 pt
1000位	16,506,754 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:23 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,167,436 pt
1200位	12,098,776 pt
1300位	10,439,572 pt
1000位	16,506,754 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:21 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,167,436 pt
1200位	12,098,776 pt
1300位	10,431,575 pt
1000位	16,506,754 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:20 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,167,436 pt
1200位	12,096,179 pt
1300位	10,431,575 pt
1000位	16,506,754 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:19 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,167,436 pt
1200位	12,096,179 pt
1300位	10,429,830 pt
1000位	16,506,754 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:18 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,167,436 pt
1200位	12,096,179 pt
1300位	10,429,830 pt
1000位	16,498,181 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:16 集計時点 BYそくどん


100位	89,677,716 pt
500位	39,126,057 pt
1200位	12,096,179 pt
1300位	10,387,422 pt
1000位	16,498,181 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:15 集計時点 BYそくどん


100位	89,566,136 pt
500位	39,115,811 pt
1200位	12,096,179 pt
1300位	10,387,422 pt
1000位	16,456,844 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:13 集計時点 BYそくどん


100位	89,566,136 pt
500位	39,083,668 pt
1200位	12,096,179 pt
1300位	10,387,422 pt
1000位	16,423,722 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:11 集計時点 BYそくどん


100位	89,566,136 pt
500位	39,083,668 pt
1200位	12,096,179 pt
1300位	10,386,612 pt
1000位	16,423,722 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:10 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,994,479 pt
1200位	12,088,899 pt
1300位	10,385,216 pt
1000位	16,423,722 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:09 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,994,479 pt
1200位	12,088,899 pt
1300位	10,385,216 pt
1000位	16,408,736 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:08 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,994,479 pt
1200位	12,088,899 pt
1300位	10,385,216 pt
1000位	16,408,736 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:06 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,994,479 pt
1200位	12,088,899 pt
1300位	10,385,216 pt
1000位	16,408,736 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:05 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,994,479 pt
1200位	12,088,899 pt
1300位	10,385,216 pt
1000位	16,408,736 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:04 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,994,479 pt
1200位	12,086,839 pt
1300位	10,385,216 pt
1000位	16,393,035 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,335,527 pt
※04/11 21:03 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,800,731 pt
1200位	12,086,839 pt
1300位	10,385,216 pt
1000位	16,326,388 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,003,021 pt
※04/11 21:02 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,800,731 pt
1200位	12,086,839 pt
1300位	10,385,216 pt
1000位	16,326,388 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	203,003,021 pt
※04/11 21:01 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,724,713 pt
1200位	12,086,839 pt
1300位	10,385,216 pt
1000位	16,326,388 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	202,727,708 pt
※04/11 21:00 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,724,713 pt
1200位	12,086,839 pt
1300位	10,385,216 pt
1000位	16,326,388 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	202,467,478 pt
※04/11 20:59 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,724,713 pt
1200位	12,086,839 pt
1300位	10,366,490 pt
1000位	16,314,091 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	202,466,686 pt
※04/11 20:58 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,637,129 pt
1200位	12,086,839 pt
1300位	10,366,490 pt
1000位	16,299,896 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	201,247,498 pt
※04/11 20:56 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,637,129 pt
1200位	12,083,502 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	201,247,498 pt
※04/11 20:55 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,637,129 pt
1200位	12,078,840 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	192,174,148 pt
※04/11 20:53 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,559,475 pt
1200位	12,034,006 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	191,914,258 pt
※04/11 20:51 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,559,475 pt
1200位	12,034,006 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	191,352,438 pt
※04/11 20:50 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,559,475 pt
1200位	12,024,732 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	191,277,360 pt
※04/11 20:49 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,559,475 pt
1200位	12,024,732 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	191,017,470 pt
※04/11 20:48 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,542,750 pt
1200位	12,024,732 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	190,715,403 pt
※04/11 20:46 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	12,024,732 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	190,428,760 pt
※04/11 20:45 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	12,024,732 pt
1300位	10,366,490 pt
1000位	16,220,451 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	190,096,254 pt
※04/11 20:44 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	12,024,732 pt
1300位	10,366,490 pt
1000位	16,214,367 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	189,809,611 pt
※04/11 20:42 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	11,993,560 pt
1300位	10,353,057 pt
1000位	16,214,367 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	184,118,146 pt
※04/11 20:41 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	11,993,362 pt
1300位	10,353,057 pt
1000位	16,214,367 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	184,118,146 pt
※04/11 20:40 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	11,993,362 pt
1300位	10,353,057 pt
1000位	16,214,367 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	184,118,146 pt
※04/11 20:40 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	11,993,362 pt
1300位	10,353,057 pt
1000位	16,214,367 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	184,118,146 pt
※04/11 20:39 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	11,993,362 pt
1300位	10,353,057 pt
1000位	16,214,367 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	184,118,146 pt
※04/11 20:38 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	11,993,362 pt
1300位	10,349,047 pt
1000位	16,214,367 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	184,118,146 pt
※04/11 20:36 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	11,993,362 pt
1300位	10,349,047 pt
1000位	16,214,367 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	184,118,146 pt
※04/11 20:35 集計時点 BYそくどん


100位	89,566,136 pt
500位	38,527,245 pt
1200位	11,993,362 pt
1300位	10,349,047 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	183,854,434 pt
※04/11 20:33 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,527,245 pt
1200位	11,982,735 pt
1300位	10,349,047 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	183,854,434 pt
※04/11 20:31 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,527,245 pt
1200位	11,982,735 pt
1300位	10,349,047 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	183,548,659 pt
※04/11 20:30 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,527,245 pt
1200位	11,982,735 pt
1300位	10,349,047 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	183,548,659 pt
※04/11 20:29 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,527,245 pt
1200位	11,982,735 pt
1300位	10,312,541 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	182,279,809 pt
※04/11 20:28 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,514,321 pt
1200位	11,982,735 pt
1300位	10,312,541 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	181,360,816 pt
※04/11 20:26 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,512,697 pt
1200位	11,960,026 pt
1300位	10,292,786 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	181,100,790 pt
※04/11 20:25 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,506,705 pt
1200位	11,960,026 pt
1300位	10,292,786 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	181,100,790 pt
※04/11 20:23 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,370,439 pt
1200位	11,960,026 pt
1300位	10,286,098 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	180,237,039 pt
※04/11 20:21 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,370,439 pt
1200位	11,960,026 pt
1300位	10,277,486 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	180,237,039 pt
※04/11 20:20 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,370,439 pt
1200位	11,960,026 pt
1300位	10,277,486 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	179,358,000 pt
※04/11 20:19 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,370,439 pt
1200位	11,960,026 pt
1300位	10,277,486 pt
1000位	16,186,429 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	179,358,000 pt
※04/11 20:18 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,370,439 pt
1200位	11,960,026 pt
1300位	10,277,486 pt
1000位	16,184,713 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	178,387,874 pt
※04/11 20:16 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,362,131 pt
1200位	11,960,026 pt
1300位	10,277,486 pt
1000位	16,184,713 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	178,387,874 pt
※04/11 20:15 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,362,131 pt
1200位	11,919,371 pt
1300位	10,277,486 pt
1000位	16,120,224 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	175,903,338 pt
※04/11 20:13 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,362,131 pt
1200位	11,919,371 pt
1300位	10,277,486 pt
1000位	16,120,224 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	175,903,338 pt
※04/11 20:11 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,362,131 pt
1200位	11,919,371 pt
1300位	10,277,486 pt
1000位	16,120,224 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	175,903,338 pt
※04/11 20:10 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,362,131 pt
1200位	11,892,885 pt
1300位	10,277,486 pt
1000位	16,048,614 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	175,903,338 pt
※04/11 20:09 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,313,003 pt
1200位	11,892,885 pt
1300位	10,277,486 pt
1000位	16,048,614 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	175,903,338 pt
※04/11 20:08 集計時点 BYそくどん


100位	89,046,712 pt
500位	38,296,255 pt
1200位	11,892,885 pt
1300位	10,277,486 pt
1000位	16,048,614 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	175,903,338 pt
※04/11 20:06 集計時点 BYそくどん


100位	88,884,378 pt
500位	38,257,212 pt
1200位	11,892,885 pt
1300位	10,265,437 pt
1000位	16,048,614 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	175,903,338 pt
※04/11 20:05 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,257,212 pt
1200位	11,892,885 pt
1300位	10,265,437 pt
1000位	16,048,614 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	175,903,338 pt
※04/11 20:03 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,239,652 pt
1200位	11,886,269 pt
1300位	10,226,032 pt
1000位	16,042,817 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 20:01 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,239,652 pt
1200位	11,886,269 pt
1300位	10,226,032 pt
1000位	16,042,817 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 20:00 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,239,652 pt
1200位	11,879,032 pt
1300位	10,226,032 pt
1000位	16,042,817 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:59 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,239,652 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	16,042,817 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:58 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,239,652 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	16,042,817 pt
	1位	608,322,404 pt
10位	315,232,853 pt
