100位	72,019,207 pt
	11位	80,235,763 pt
20位	61,991,304 pt
※11/02 22:49 集計時点 BYそくどん


100位	22,735,381 pt
500位	2,667,354 pt
1200位	499,231 pt
1300位	443,800 pt
1000位	707,091 pt
	1位	215,113,431 pt
10位	81,957,922 pt
	11位	80,235,763 pt
20位	61,990,512 pt
※11/02 22:48 集計時点 BYそくどん


100位	22,735,381 pt
500位	2,659,756 pt
1200位	496,555 pt
1300位	443,552 pt
1000位	702,759 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	80,110,258 pt
20位	61,990,308 pt
※11/02 22:46 集計時点 BYそくどん


100位	22,673,317 pt
500位	2,635,822 pt
1200位	492,773 pt
1300位	438,924 pt
1000位	701,636 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	79,853,429 pt
20位	61,990,308 pt
※11/02 22:45 集計時点 BYそくどん


100位	22,659,385 pt
500位	2,635,822 pt
1200位	491,221 pt
1300位	433,810 pt
1000位	698,011 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	79,852,593 pt
20位	61,583,662 pt
※11/02 22:43 集計時点 BYそくどん


100位	22,163,810 pt
500位	2,618,972 pt
1200位	486,286 pt
1300位	428,250 pt
1000位	691,519 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	79,847,913 pt
20位	59,799,854 pt
※11/02 22:41 集計時点 BYそくどん


100位	22,163,810 pt
500位	2,618,972 pt
1200位	485,817 pt
1300位	427,700 pt
1000位	687,568 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	79,847,077 pt
20位	59,799,854 pt
※11/02 22:40 集計時点 BYそくどん


100位	21,667,464 pt
500位	2,576,732 pt
1200位	484,322 pt
1300位	423,745 pt
1000位	685,574 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	79,847,077 pt
20位	59,799,854 pt
※11/02 22:39 集計時点 BYそくどん


100位	21,012,199 pt
500位	2,554,745 pt
1200位	484,072 pt
1300位	423,509 pt
1000位	681,590 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	78,215,914 pt
20位	59,799,854 pt
※11/02 22:38 集計時点 BYそくどん


100位	21,012,199 pt
500位	2,519,576 pt
1200位	482,248 pt
1300位	421,816 pt
1000位	680,046 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	74,277,998 pt
20位	59,799,854 pt
※11/02 22:36 集計時点 BYそくどん


100位	20,859,076 pt
500位	2,480,897 pt
1200位	481,616 pt
1300位	420,281 pt
1000位	678,512 pt
	1位	215,113,431 pt
10位	80,235,763 pt
	11位	74,277,162 pt
20位	59,799,854 pt
※11/02 22:35 集計時点 BYそくどん


100位	20,330,980 pt
100位	20,330,980 pt
1200位	479,720 pt
1300位	416,088 pt
1000位	675,805 pt
	1位	215,091,627 pt
10位	80,235,763 pt
	11位	74,256,610 pt
20位	59,799,854 pt
※11/02 22:33 集計時点 BYそくどん


100位	20,291,294 pt
500位	2,426,753 pt
1200位	474,111 pt
1300位	413,145 pt
1000位	665,928 pt
	1位	215,090,599 pt
10位	77,906,813 pt
	11位	74,248,825 pt
20位	59,799,854 pt
※11/02 22:31 集計時点 BYそくどん


100位	20,291,294 pt
500位	2,419,725 pt
1200位	473,839 pt
1300位	411,250 pt
1000位	665,928 pt
	1位	215,090,599 pt
10位	76,782,658 pt
	11位	74,248,825 pt
20位	59,799,854 pt
※11/02 22:30 集計時点 BYそくどん


100位	20,291,294 pt
500位	2,399,646 pt
1200位	473,443 pt
1300位	408,972 pt
1000位	659,701 pt
	1位	215,090,599 pt
10位	76,781,662 pt
	11位	73,979,144 pt
20位	59,799,854 pt
※11/02 22:29 集計時点 BYそくどん


100位	20,291,294 pt
500位	2,373,214 pt
1200位	469,632 pt
1300位	406,506 pt
1000位	657,437 pt
	1位	215,090,599 pt
10位	74,769,835 pt
	11位	73,979,144 pt
20位	59,799,854 pt
※11/02 22:28 集計時点 BYそくどん


100位	20,268,140 pt
500位	2,320,189 pt
1200位	466,794 pt
1300位	404,074 pt
1000位	649,724 pt
	1位	215,090,599 pt
10位	74,769,699 pt
	11位	73,958,512 pt
20位	59,799,854 pt
※11/02 22:26 集計時点 BYそくどん


100位	20,268,140 pt
500位	2,308,467 pt
1200位	466,794 pt
1300位	404,074 pt
1000位	646,728 pt
	1位	215,090,599 pt
10位	74,769,699 pt
	11位	73,958,512 pt
20位	59,767,520 pt
※11/02 22:25 集計時点 BYそくどん


500位	2,286,929 pt
1200位	465,806 pt
1300位	401,233 pt
1000位	645,868 pt
	1位	215,090,599 pt
10位	74,753,583 pt
	11位	73,252,232 pt
20位	58,274,702 pt
※11/02 22:23 集計時点 BYそくどん


100位	20,268,140 pt
500位	2,230,091 pt
1200位	463,032 pt
1300位	395,352 pt
1000位	635,472 pt
	1位	215,068,795 pt
10位	72,872,339 pt
	11位	71,234,225 pt
20位	57,685,999 pt
※11/02 22:21 集計時点 BYそくどん


100位	20,268,140 pt
500位	2,220,964 pt
1200位	458,771 pt
1300位	392,458 pt
1000位	628,001 pt
	1位	215,068,795 pt
10位	72,854,895 pt
	11位	71,233,161 pt
20位	57,580,251 pt
※11/02 22:20 集計時点 BYそくどん


100位	20,268,140 pt
500位	2,194,713 pt
1200位	456,639 pt
1300位	389,303 pt
1000位	622,644 pt
	1位	215,068,659 pt
10位	72,850,253 pt
	11位	71,233,161 pt
20位	57,257,472 pt
※11/02 22:19 集計時点 BYそくどん


100位	20,268,140 pt
500位	2,194,713 pt
1200位	454,637 pt
1300位	387,862 pt
1000位	622,195 pt
	1位	215,068,659 pt
10位	72,846,447 pt
	11位	71,233,161 pt
20位	56,609,913 pt
※11/02 22:18 集計時点 BYそくどん


100位	20,177,553 pt
500位	2,170,821 pt
1200位	445,452 pt
1300位	384,187 pt
1000位	608,847 pt
	1位	215,068,659 pt
10位	72,753,567 pt
	11位	71,232,029 pt
20位	56,609,913 pt
※11/02 22:16 集計時点 BYそくどん


100位	20,177,553 pt
500位	2,135,333 pt
1200位	443,515 pt
1300位	382,727 pt
1000位	602,171 pt
	1位	215,068,659 pt
10位	72,753,567 pt
	11位	70,222,019 pt
20位	55,801,523 pt
※11/02 22:15 集計時点 BYそくどん


100位	19,517,825 pt
500位	2,122,045 pt
1200位	439,568 pt
1300位	379,943 pt
1000位	593,323 pt
	1位	215,068,659 pt
10位	72,507,439 pt
	11位	70,222,019 pt
20位	54,693,947 pt
※11/02 22:13 集計時点 BYそくどん


100位	19,517,825 pt
500位	2,117,402 pt
1200位	434,555 pt
1300位	377,627 pt
1000位	590,270 pt
	1位	215,068,659 pt
10位	71,811,861 pt
	11位	70,222,019 pt
20位	53,663,652 pt
※11/02 22:11 集計時点 BYそくどん


100位	19,517,825 pt
500位	2,101,268 pt
1200位	433,723 pt
1300位	374,934 pt
1000位	588,171 pt
	1位	215,068,659 pt
10位	71,533,629 pt
	11位	70,222,019 pt
20位	53,663,380 pt
※11/02 22:10 集計時点 BYそくどん


100位	19,517,825 pt
500位	2,097,074 pt
1200位	430,362 pt
1300位	374,145 pt
1000位	584,822 pt
	1位	215,068,659 pt
10位	71,533,629 pt
	11位	70,222,019 pt
20位	53,663,380 pt
※11/02 22:09 集計時点 BYそくどん


100位	19,517,825 pt
500位	2,090,668 pt
1200位	426,023 pt
1300位	373,026 pt
1000位	581,233 pt
	1位	215,068,659 pt
10位	71,116,282 pt
	11位	70,222,019 pt
20位	53,662,588 pt
※11/02 22:08 集計時点 BYそくどん


100位	19,151,626 pt
500位	2,082,047 pt
1200位	423,509 pt
1300位	370,960 pt
1000位	576,954 pt
	1位	215,068,659 pt
10位	70,848,752 pt
	11位	70,222,019 pt
20位	53,661,320 pt
※11/02 22:06 集計時点 BYそくどん


100位	19,111,584 pt
500位	2,054,489 pt
1200位	421,809 pt
1300位	369,513 pt
1000位	573,420 pt
	1位	215,068,659 pt
10位	70,591,923 pt
	11位	70,222,019 pt
20位	53,661,320 pt
※11/02 22:05 集計時点 BYそくどん


100位	19,021,164 pt
500位	2,010,852 pt
1200位	418,106 pt
1300位	368,254 pt
1000位	563,888 pt
	1位	215,068,659 pt
10位	70,345,795 pt
	11位	70,222,019 pt
20位	53,660,120 pt
※11/02 22:03 集計時点 BYそくどん


100位	18,417,509 pt
500位	1,982,087 pt
1200位	415,467 pt
1300位	365,809 pt
1000位	557,847 pt
	1位	215,068,659 pt
10位	70,345,795 pt
	11位	70,222,019 pt
20位	53,660,120 pt
※11/02 22:01 集計時点 BYそくどん


100位	18,417,509 pt
500位	1,939,760 pt
1200位	413,145 pt
1300位	363,112 pt
1000位	556,640 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	69,767,929 pt
20位	53,660,120 pt
※11/02 22:00 集計時点 BYそくどん


100位	18,136,481 pt
500位	1,936,300 pt
1200位	410,541 pt
1300位	360,468 pt
1000位	554,767 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	69,767,929 pt
20位	53,660,120 pt
※11/02 21:59 集計時点 BYそくどん


100位	18,032,265 pt
500位	1,899,353 pt
1200位	406,609 pt
1300位	359,258 pt
1000位	550,540 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	69,478,996 pt
20位	53,660,120 pt
※11/02 21:58 集計時点 BYそくどん


100位	17,898,068 pt
500位	1,879,703 pt
1200位	404,196 pt
1300位	355,105 pt
1000位	546,701 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	69,232,868 pt
20位	53,660,120 pt
※11/02 21:56 集計時点 BYそくどん


100位	17,897,402 pt
500位	1,879,703 pt
1200位	403,939 pt
1300位	354,099 pt
1000位	534,517 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	68,885,079 pt
20位	53,660,120 pt
※11/02 21:55 集計時点 BYそくどん


100位	17,893,806 pt
100位	17,893,806 pt
1200位	402,014 pt
1300位	351,561 pt
1000位	524,001 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	68,392,823 pt
20位	53,660,120 pt
※11/02 21:53 集計時点 BYそくどん


100位	17,686,019 pt
500位	1,808,571 pt
1200位	396,317 pt
1300位	350,042 pt
1000位	520,698 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	68,071,787 pt
20位	53,660,120 pt
※11/02 21:51 集計時点 BYそくどん


100位	17,686,019 pt
500位	1,804,130 pt
1200位	389,653 pt
1300位	347,883 pt
1000位	518,543 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	67,804,257 pt
20位	53,133,657 pt
※11/02 21:50 集計時点 BYそくどん


100位	17,476,511 pt
500位	1,797,856 pt
1200位	385,560 pt
1300位	346,138 pt
1000位	515,129 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	67,804,257 pt
20位	53,133,657 pt
※11/02 21:49 集計時点 BYそくどん


100位	17,190,251 pt
500位	1,767,272 pt
1200位	383,544 pt
1300位	335,274 pt
1000位	509,239 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	67,215,691 pt
20位	53,133,657 pt
※11/02 21:48 集計時点 BYそくどん


100位	17,095,740 pt
500位	1,749,003 pt
1200位	382,733 pt
1300位	335,129 pt
1000位	503,788 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	66,921,408 pt
20位	53,133,657 pt
※11/02 21:47 集計時点 BYそくどん


100位	17,095,740 pt
500位	1,745,994 pt
1200位	379,926 pt
1300位	333,458 pt
1000位	502,455 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	66,921,408 pt
20位	53,133,657 pt
※11/02 21:46 集計時点 BYそくどん


100位	17,095,740 pt
500位	1,745,117 pt
1200位	374,759 pt
1300位	327,277 pt
1000位	496,905 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	66,921,408 pt
20位	53,133,657 pt
※11/02 21:45 集計時点 BYそくどん


100位	16,793,841 pt
500位	1,740,240 pt
1200位	372,214 pt
1300位	326,502 pt
1000位	496,727 pt
	1位	215,068,659 pt
10位	70,222,019 pt
	11位	66,632,475 pt
20位	53,133,657 pt
※11/02 21:43 集計時点 BYそくどん


100位	16,356,687 pt
500位	1,707,724 pt
1200位	364,074 pt
1300位	320,867 pt
1000位	489,172 pt
	1位	215,068,659 pt
10位	70,153,706 pt
	11位	66,386,347 pt
20位	53,133,657 pt
※11/02 21:41 集計時点 BYそくどん


100位	16,167,282 pt
500位	1,696,195 pt
1200位	359,330 pt
1300位	314,856 pt
1000位	485,127 pt
	1位	215,068,659 pt
10位	69,939,682 pt
	11位	66,386,347 pt
20位	53,133,657 pt
※11/02 21:40 集計時点 BYそくどん


100位	16,167,282 pt
500位	1,696,195 pt
1200位	356,810 pt
1300位	312,477 pt
1000位	483,790 pt
	1位	215,068,659 pt
10位	69,720,307 pt
	11位	66,386,347 pt
20位	53,133,657 pt
※11/02 21:39 集計時点 BYそくどん


100位	16,000,214 pt
500位	1,696,195 pt
1200位	352,522 pt
1300位	305,608 pt
1000位	483,790 pt
	1位	215,068,659 pt
10位	69,500,932 pt
	11位	66,386,347 pt
20位	53,133,657 pt
※11/02 21:38 集計時点 BYそくどん


100位	15,898,965 pt
500位	1,682,288 pt
1200位	352,321 pt
1300位	304,657 pt
1000位	476,272 pt
	1位	215,068,659 pt
10位	68,580,628 pt
	11位	66,386,347 pt
20位	50,430,401 pt
※11/02 21:36 集計時点 BYそくどん


100位	15,886,757 pt
500位	1,672,959 pt
1200位	349,891 pt
1300位	299,228 pt
1000位	476,272 pt
	1位	215,049,699 pt
10位	66,386,347 pt
	11位	66,265,706 pt
20位	50,430,401 pt
※11/02 21:35 集計時点 BYそくどん


100位	15,759,569 pt
500位	1,640,052 pt
1200位	348,263 pt
1300位	298,694 pt
1000位	473,443 pt
	1位	215,049,699 pt
10位	66,386,347 pt
	11位	65,842,668 pt
20位	49,885,179 pt
※11/02 21:33 集計時点 BYそくどん


100位	15,072,736 pt
500位	1,613,236 pt
1200位	346,943 pt
1300位	294,174 pt
1000位	471,536 pt
	1位	215,046,239 pt
10位	66,386,347 pt
	11位	64,869,811 pt
20位	49,708,069 pt
※11/02 21:31 集計時点 BYそくどん


100位	14,858,712 pt
500位	1,613,236 pt
1200位	345,509 pt
1300位	289,233 pt
1000位	466,898 pt
	1位	215,035,859 pt
10位	66,386,347 pt
	11位	64,869,811 pt
20位	48,793,116 pt
※11/02 21:30 集計時点 BYそくどん


100位	14,838,152 pt
500位	1,601,385 pt
1200位	343,080 pt
1300位	289,233 pt
1000位	466,898 pt
	1位	215,035,859 pt
10位	66,386,347 pt
	11位	64,869,811 pt
20位	48,793,116 pt
※11/02 21:29 集計時点 BYそくどん


100位	14,838,152 pt
500位	1,601,385 pt
1200位	340,502 pt
1300位	287,857 pt
1000位	464,285 pt
	1位	215,035,859 pt
10位	66,386,347 pt
	11位	64,869,811 pt
20位	48,793,116 pt
※11/02 21:28 集計時点 BYそくどん


100位	14,545,460 pt
500位	1,548,128 pt
1200位	331,686 pt
1300位	283,077 pt
1000位	462,490 pt
	1位	215,035,859 pt
10位	66,386,347 pt
	11位	64,869,811 pt
20位	48,536,287 pt
※11/02 21:26 集計時点 BYそくどん


100位	14,499,487 pt
500位	1,544,384 pt
1200位	328,142 pt
1300位	281,580 pt
1000位	460,078 pt
	1位	215,035,859 pt
10位	64,869,811 pt
	11位	64,806,484 pt
20位	48,536,287 pt
※11/02 21:25 集計時点 BYそくどん


100位	14,308,328 pt
500位	1,542,261 pt
1200位	326,502 pt
1300位	278,796 pt
1000位	452,298 pt
	1位	215,035,859 pt
10位	64,869,811 pt
	11位	63,201,304 pt
20位	48,338,314 pt
※11/02 21:23 集計時点 BYそくどん


100位	14,308,328 pt
500位	1,495,878 pt
1200位	321,492 pt
1300位	276,594 pt
1000位	437,152 pt
	1位	215,035,859 pt
10位	64,869,811 pt
	11位	62,969,104 pt
20位	44,908,171 pt
※11/02 21:21 集計時点 BYそくどん


100位	14,308,328 pt
500位	1,495,415 pt
1200位	317,515 pt
1300位	274,574 pt
1000位	430,905 pt
	1位	211,194,124 pt
10位	64,869,811 pt
	11位	62,853,784 pt
20位	44,908,171 pt
※11/02 21:20 集計時点 BYそくどん


100位	14,262,620 pt
500位	1,495,415 pt
1200位	317,515 pt
1300位	274,574 pt
1000位	423,745 pt
	1位	211,194,124 pt
10位	64,869,811 pt
	11位	61,326,840 pt
20位	44,908,171 pt
※11/02 21:19 集計時点 BYそくどん


100位	14,262,620 pt
500位	1,471,980 pt
1200位	311,035 pt
1300位	272,186 pt
1000位	423,265 pt
	1位	207,348,038 pt
10位	62,777,944 pt
	11位	58,598,734 pt
20位	44,908,171 pt
※11/02 21:18 集計時点 BYそくどん


100位	14,217,811 pt
500位	1,438,821 pt
1200位	309,859 pt
1300位	266,410 pt
1000位	418,771 pt
	1位	207,347,164 pt
10位	61,326,840 pt
	11位	58,598,734 pt
20位	43,587,311 pt
※11/02 21:16 集計時点 BYそくどん


100位	14,187,121 pt
500位	1,415,131 pt
1200位	307,160 pt
1300位	263,245 pt
1000位	418,771 pt
	1位	205,030,353 pt
10位	61,326,840 pt
	11位	58,598,734 pt
20位	43,587,311 pt
※11/02 21:15 集計時点 BYそくどん


100位	14,187,121 pt
500位	1,388,940 pt
1200位	305,051 pt
1300位	259,011 pt
1000位	412,427 pt
	1位	205,030,353 pt
10位	61,326,840 pt
	11位	58,031,570 pt
20位	43,570,222 pt
※11/02 21:13 集計時点 BYそくどん


100位	14,153,514 pt
500位	1,371,809 pt
1200位	299,228 pt
1300位	256,545 pt
1000位	404,016 pt
	1位	205,030,353 pt
10位	61,326,840 pt
	11位	57,063,965 pt
20位	43,568,162 pt
※11/02 21:11 集計時点 BYそくどん


100位	14,152,720 pt
500位	1,337,082 pt
1200位	295,007 pt
1300位	252,930 pt
1000位	400,779 pt
	1位	205,030,353 pt
10位	61,326,840 pt
	11位	57,063,965 pt
20位	43,567,098 pt
※11/02 21:10 集計時点 BYそくどん


100位	14,152,720 pt
500位	1,337,082 pt
1200位	292,311 pt
1300位	252,930 pt
1000位	397,040 pt
	1位	205,030,353 pt
10位	61,326,840 pt
	11位	56,805,073 pt
20位	43,502,035 pt
※11/02 21:09 集計時点 BYそくどん


100位	14,152,216 pt
500位	1,329,302 pt
1200位	292,311 pt
1300位	252,129 pt
1000位	394,858 pt
	1位	205,030,353 pt
10位	61,326,840 pt
	11位	56,805,073 pt
20位	43,502,035 pt
※11/02 21:08 集計時点 BYそくどん


100位	14,044,371 pt
500位	1,312,126 pt
1200位	285,485 pt
1300位	249,172 pt
1000位	387,435 pt
	1位	205,030,353 pt
10位	61,326,840 pt
	11位	56,803,979 pt
20位	43,340,269 pt
※11/02 21:06 集計時点 BYそくどん


100位	13,976,590 pt
500位	1,295,072 pt
1200位	282,197 pt
1300位	242,782 pt
1000位	383,544 pt
	1位	194,339,841 pt
10位	61,326,840 pt
	11位	56,338,340 pt
20位	43,094,141 pt
※11/02 21:05 集計時点 BYそくどん


100位	13,768,263 pt
100位	13,768,263 pt
1200位	277,841 pt
1300位	240,832 pt
1000位	376,332 pt
	1位	179,775,491 pt
10位	61,326,840 pt
	11位	56,337,468 pt
20位	43,094,141 pt
※11/02 21:03 集計時点 BYそくどん


100位	13,753,053 pt
500位	1,258,338 pt
1200位	274,202 pt
1300位	234,631 pt
1000位	371,054 pt
	1位	164,288,193 pt
10位	61,326,840 pt
	11位	56,337,468 pt
20位	43,094,141 pt
※11/02 21:01 集計時点 BYそくどん


100位	13,551,877 pt
500位	1,247,938 pt
1200位	272,434 pt
1300位	232,856 pt
1000位	371,054 pt
	1位	163,940,404 pt
10位	61,326,840 pt
	11位	56,337,468 pt
20位	43,094,141 pt
※11/02 21:00 集計時点 BYそくどん


100位	13,408,390 pt
500位	1,241,904 pt
1200位	267,474 pt
1300位	230,958 pt
1000位	367,722 pt
	1位	161,382,814 pt
10位	61,326,840 pt
	11位	56,337,468 pt
20位	43,094,141 pt
※11/02 20:59 集計時点 BYそくどん


100位	13,408,390 pt
500位	1,211,643 pt
1200位	264,960 pt
1300位	228,323 pt
1000位	365,294 pt
	1位	157,894,219 pt
10位	61,326,840 pt
	11位	56,337,468 pt
20位	42,805,208 pt
※11/02 20:58 集計時点 BYそくどん


100位	13,287,183 pt
500位	1,210,807 pt
1200位	259,011 pt
1300位	221,829 pt
1000位	357,362 pt
	1位	146,288,753 pt
10位	56,337,468 pt
	11位	54,906,103 pt
20位	42,416,397 pt
※11/02 20:56 集計時点 BYそくどん


100位	13,118,918 pt
500位	1,210,807 pt
1200位	256,546 pt
1300位	219,796 pt
1000位	354,789 pt
	1位	133,578,652 pt
10位	56,337,468 pt
	11位	54,906,103 pt
20位	40,757,711 pt
※11/02 20:55 集計時点 BYそくどん


100位	13,118,918 pt
500位	1,210,807 pt
1200位	253,636 pt
1300位	216,759 pt
1000位	350,703 pt
	1位	112,178,754 pt
10位	56,337,468 pt
	11位	54,906,103 pt
20位	40,701,103 pt
※11/02 20:53 集計時点 BYそくどん


100位	13,072,187 pt
500位	1,182,483 pt
1200位	251,448 pt
1300位	214,408 pt
1000位	348,928 pt
	1位	103,644,537 pt
10位	55,722,149 pt
	11位	54,906,103 pt
20位	40,604,656 pt
※11/02 20:51 集計時点 BYそくどん


100位	13,072,187 pt
500位	1,176,121 pt
1200位	250,470 pt
1300位	212,230 pt
1000位	348,101 pt
	1位	99,889,420 pt
10位	55,722,149 pt
	11位	54,906,103 pt
20位	40,604,656 pt
※11/02 20:50 集計時点 BYそくどん


100位	12,740,716 pt
500位	1,169,953 pt
1200位	247,332 pt
1300位	208,145 pt
1000位	347,349 pt
	1位	96,609,363 pt
10位	55,722,149 pt
	11位	54,906,103 pt
20位	40,604,656 pt
※11/02 20:49 集計時点 BYそくどん


100位	12,740,716 pt
500位	1,169,347 pt
1200位	243,509 pt
1300位	204,566 pt
1000位	345,914 pt
	1位	91,986,786 pt
10位	55,722,149 pt
	11位	54,906,103 pt
20位	40,519,046 pt
※11/02 20:48 集計時点 BYそくどん


100位	12,740,716 pt
500位	1,147,562 pt
1200位	237,833 pt
1300位	197,508 pt
1000位	334,995 pt
	1位	91,986,786 pt
10位	55,722,149 pt
	11位	54,579,716 pt
20位	40,074,945 pt
※11/02 20:46 集計時点 BYそくどん


100位	12,652,271 pt
500位	1,120,256 pt
1200位	233,459 pt
1300位	196,497 pt
1000位	333,139 pt
	1位	91,392,869 pt
10位	55,722,149 pt
	11位	54,579,716 pt
20位	39,683,083 pt
※11/02 20:45 集計時点 BYそくどん


100位	12,652,271 pt
500位	1,115,034 pt
1200位	228,610 pt
1300位	194,230 pt
1000位	325,588 pt
	1位	91,392,869 pt
10位	55,722,149 pt
	11位	54,579,716 pt
20位	39,683,083 pt
※11/02 20:43 集計時点 BYそくどん


100位	12,250,701 pt
500位	1,098,680 pt
1200位	225,260 pt
1300位	191,153 pt
1000位	321,932 pt
	1位	90,493,968 pt
10位	55,722,149 pt
	11位	54,579,716 pt
20位	39,683,083 pt
※11/02 20:41 集計時点 BYそくどん


100位	12,217,710 pt
500位	1,089,607 pt
1200位	222,947 pt
1300位	188,139 pt
1000位	321,147 pt
	1位	87,096,335 pt
10位	55,722,149 pt
	11位	54,579,716 pt
20位	39,683,083 pt
※11/02 20:40 集計時点 BYそくどん


100位	12,212,170 pt
500位	1,089,607 pt
1200位	222,947 pt
1300位	188,139 pt
1000位	317,556 pt
	1位	87,096,335 pt
10位	55,722,149 pt
	11位	54,579,716 pt
20位	39,683,083 pt
※11/02 20:39 集計時点 BYそくどん


100位	12,212,170 pt
500位	1,083,965 pt
1200位	221,433 pt
1300位	186,960 pt
1000位	316,116 pt
	1位	87,096,335 pt
10位	55,722,149 pt
	11位	54,579,716 pt
20位	39,683,083 pt
※11/02 20:38 集計時点 BYそくどん


100位	12,047,922 pt
500位	1,066,544 pt
1200位	216,248 pt
1300位	183,606 pt
1000位	309,581 pt
	1位	86,411,457 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	39,683,083 pt
※11/02 20:36 集計時点 BYそくどん


100位	12,007,566 pt
500位	1,066,544 pt
1200位	213,286 pt
1300位	183,606 pt
1000位	307,633 pt
	1位	85,742,631 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	38,679,234 pt
※11/02 20:35 集計時点 BYそくどん


100位	11,972,972 pt
500位	1,031,782 pt
1200位	211,098 pt
1300位	181,411 pt
1000位	304,143 pt
	1位	84,715,207 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	38,679,234 pt
※11/02 20:33 集計時点 BYそくどん


100位	11,359,244 pt
500位	1,027,416 pt
1200位	207,279 pt
1300位	180,547 pt
1000位	300,245 pt
	1位	84,393,935 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	38,379,600 pt
※11/02 20:31 集計時点 BYそくどん


100位	11,011,405 pt
500位	1,009,695 pt
1200位	205,562 pt
1300位	178,452 pt
1000位	296,205 pt
	1位	84,393,935 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	38,042,512 pt
※11/02 20:30 集計時点 BYそくどん


100位	11,011,405 pt
500位	1,007,841 pt
1200位	205,562 pt
1300位	178,452 pt
1000位	292,289 pt
	1位	84,393,935 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	38,042,512 pt
※11/02 20:29 集計時点 BYそくどん


100位	11,011,405 pt
500位	1,002,129 pt
1200位	203,655 pt
1300位	177,313 pt
1000位	289,233 pt
	1位	83,575,292 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	38,042,512 pt
※11/02 20:28 集計時点 BYそくどん


100位	10,603,969 pt
500位	988,232 pt
1200位	196,369 pt
1300位	170,790 pt
1000位	285,480 pt
	1位	82,933,954 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	38,042,512 pt
※11/02 20:26 集計時点 BYそくどん


100位	10,589,352 pt
500位	966,329 pt
1200位	193,293 pt
1300位	167,689 pt
1000位	281,029 pt
	1位	81,669,485 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	38,042,512 pt
※11/02 20:25 集計時点 BYそくどん


100位	10,450,773 pt
500位	943,575 pt
1200位	188,271 pt
1300位	163,449 pt
1000位	272,186 pt
	1位	81,669,485 pt
10位	55,704,895 pt
	11位	54,579,716 pt
20位	37,684,021 pt
※11/02 20:23 集計時点 BYそくどん


100位	9,873,112 pt
500位	924,658 pt
1200位	184,823 pt
1300位	162,397 pt
1000位	266,612 pt
	1位	80,464,346 pt
10位	55,704,895 pt
	11位	53,660,120 pt
20位	37,624,951 pt
※11/02 20:21 集計時点 BYそくどん


100位	9,800,483 pt
500位	914,198 pt
1200位	182,371 pt
1300位	158,297 pt
1000位	265,201 pt
	1位	79,311,816 pt
10位	55,704,895 pt
	11位	53,660,120 pt
20位	37,624,023 pt
※11/02 20:20 集計時点 BYそくどん


100位	9,800,483 pt
500位	914,198 pt
1200位	182,371 pt
1300位	155,910 pt
1000位	265,201 pt
	1位	78,702,411 pt
10位	53,660,120 pt
	11位	52,357,083 pt
20位	37,623,547 pt
※11/02 20:19 集計時点 BYそくどん


100位	9,798,902 pt
500位	898,586 pt
1200位	178,652 pt
1300位	155,910 pt
1000位	258,758 pt
	1位	78,702,411 pt
10位	53,660,120 pt
	11位	52,357,083 pt
20位	37,623,547 pt
※11/02 20:18 集計時点 BYそくどん


100位	9,480,016 pt
500位	877,671 pt
1200位	177,287 pt
1300位	153,820 pt
1000位	257,165 pt
